Make,Year,Engine Fuel Type,Engine Cylinders,Vehicle Style,highway MPG,city mpg,MSRP,Transmission Type_AUTOMATED_MANUAL,Transmission Type_AUTOMATIC,Transmission Type_DIRECT_DRIVE,Transmission Type_MANUAL,Transmission Type_UNKNOWN,Vehicle Size_Compact,Vehicle Size_Large,Vehicle Size_Midsize,Driven_Wheels_all wheel drive,Driven_Wheels_four wheel drive,Driven_Wheels_front wheel drive,Driven_Wheels_rear wheel drive
4,26,8,3,8,0.08757062146892655,0.145985401459854,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4,26,8,1,8,0.096045197740113,0.16058394160583941,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4,26,8,3,8,0.0847457627118644,0.145985401459854,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4,26,8,3,6,0.0847457627118644,0.145985401459854,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4,27,7,3,8,0.08757062146892655,0.15328467153284672,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4,27,7,3,6,0.0903954802259887,0.15328467153284672,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4,27,7,3,6,0.0903954802259887,0.15328467153284672,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4,27,7,3,8,0.0903954802259887,0.15328467153284672,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4,27,7,1,6,0.096045197740113,0.1678832116788321,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4,27,7,1,8,0.09887005649717515,0.17518248175182483,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4,27,7,1,8,0.09322033898305085,0.17518248175182483,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4,27,7,1,6,0.09322033898305085,0.1678832116788321,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3,0,9,2,14,0.05649717514124294,0.11678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3,0,9,2,15,0.062146892655367235,0.10948905109489052,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,0,9,2,14,0.06497175141242938,0.10948905109489052,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,1,9,2,14,0.062146892655367235,0.11678832116788321,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,1,9,2,15,0.062146892655367235,0.11678832116788321,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,1,9,2,14,0.05649717514124294,0.11678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10,25,4,1,14,0.1016949152542373,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10,25,4,1,14,0.1016949152542373,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10,25,4,3,14,0.08192090395480225,0.13138686131386862,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10,25,4,1,14,0.1016949152542373,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10,25,4,1,14,0.1016949152542373,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10,25,4,3,14,0.08192090395480225,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10,26,4,1,14,0.1016949152542373,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10,26,4,1,14,0.1016949152542373,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10,26,4,3,14,0.08192090395480225,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10,26,4,3,14,0.08192090395480225,0.13138686131386862,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10,26,4,1,14,0.1016949152542373,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10,26,4,1,14,0.1016949152542373,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10,26,4,1,14,0.1016949152542373,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10,26,4,1,14,0.1016949152542373,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10,27,4,3,14,0.07909604519774012,0.13138686131386862,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10,27,4,3,14,0.07909604519774012,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10,27,4,1,14,0.1016949152542373,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10,27,4,1,14,0.1016949152542373,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10,27,4,1,14,0.1016949152542373,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10,27,4,3,14,0.07909604519774012,0.13138686131386862,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10,27,4,1,14,0.1016949152542373,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10,27,4,1,14,0.1016949152542373,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10,27,4,1,14,0.1016949152542373,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
33,6,9,1,8,0.1016949152542373,0.1897810218978102,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
33,6,9,1,8,0.08192090395480225,0.15328467153284672,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
33,7,9,1,8,0.08192090395480225,0.15328467153284672,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
33,7,9,1,8,0.09887005649717515,0.18248175182481752,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
33,8,9,1,8,0.09887005649717515,0.18248175182481752,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
33,8,9,1,8,0.07909604519774012,0.145985401459854,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
33,6,9,1,8,0.07344632768361582,0.1386861313868613,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
33,6,9,1,8,0.07344632768361582,0.1386861313868613,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
33,7,9,1,8,0.07344632768361582,0.1386861313868613,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
33,7,9,1,8,0.07344632768361582,0.1386861313868613,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
33,7,9,1,8,0.07344632768361582,0.1386861313868613,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
33,8,9,1,8,0.07062146892655367,0.145985401459854,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
33,8,9,1,8,0.07062146892655367,0.145985401459854,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
33,8,9,1,8,0.07062146892655367,0.145985401459854,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
47,1,9,1,15,0.07344632768361582,0.1386861313868613,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47,1,9,1,15,0.06497175141242938,0.13138686131386862,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47,1,9,1,14,0.07344632768361582,0.1386861313868613,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47,2,9,1,14,0.07344632768361582,0.1386861313868613,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47,2,9,1,15,0.07344632768361582,0.1386861313868613,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47,3,9,1,14,0.07344632768361582,0.1386861313868613,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47,3,9,1,15,0.07062146892655367,0.13138686131386862,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29,22,9,1,2,0.09887005649717515,0.2116788321167883,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
29,22,9,1,2,0.09887005649717515,0.2116788321167883,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
29,22,9,1,2,0.096045197740113,0.20437956204379562,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
29,22,9,1,2,0.096045197740113,0.20437956204379562,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
29,23,9,1,2,0.096045197740113,0.20437956204379562,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
29,23,9,1,2,0.096045197740113,0.20437956204379562,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
29,23,9,1,2,0.09887005649717515,0.2116788321167883,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
29,23,9,1,2,0.09887005649717515,0.2116788321167883,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
29,24,9,1,2,0.096045197740113,0.20437956204379562,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
29,24,9,1,2,0.096045197740113,0.20437956204379562,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
29,24,9,1,2,0.09887005649717515,0.2116788321167883,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
29,24,9,1,2,0.09887005649717515,0.2116788321167883,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4,25,8,3,2,0.0847457627118644,0.145985401459854,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,25,8,1,2,0.09322033898305085,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,26,8,1,2,0.096045197740113,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,26,8,3,2,0.0847457627118644,0.145985401459854,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,27,8,3,2,0.0847457627118644,0.145985401459854,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,27,8,1,2,0.09322033898305085,0.1678832116788321,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,25,8,1,15,0.09322033898305085,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,25,8,3,14,0.09322033898305085,0.18248175182481752,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,25,8,1,14,0.09887005649717515,0.1678832116788321,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,25,8,3,14,0.0903954802259887,0.15328467153284672,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,25,0,1,14,0.1271186440677966,0.23357664233576642,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,25,8,1,14,0.09322033898305085,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,25,8,1,14,0.09887005649717515,0.1678832116788321,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,25,8,3,14,0.0847457627118644,0.145985401459854,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,25,0,1,15,0.12146892655367232,0.22627737226277372,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,25,0,1,14,0.12146892655367232,0.22627737226277372,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,25,8,1,14,0.1016949152542373,0.17518248175182483,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,26,0,1,14,0.11299435028248588,0.21897810218978103,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,26,8,3,14,0.09322033898305085,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,26,0,1,14,0.11864406779661017,0.23357664233576642,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,26,8,1,14,0.096045197740113,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,26,8,1,14,0.096045197740113,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,26,8,1,14,0.096045197740113,0.16058394160583941,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,26,8,1,15,0.096045197740113,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,26,8,1,14,0.1016949152542373,0.17518248175182483,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,26,8,1,14,0.09887005649717515,0.1678832116788321,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,26,0,1,15,0.11299435028248588,0.21897810218978103,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,26,8,3,14,0.09322033898305085,0.16058394160583941,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,27,7,1,14,0.096045197740113,0.1678832116788321,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,27,7,1,14,0.096045197740113,0.1678832116788321,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,27,7,1,14,0.09887005649717515,0.1678832116788321,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,27,7,1,14,0.09322033898305085,0.1678832116788321,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,27,0,1,14,0.11299435028248588,0.21897810218978103,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,27,7,1,15,0.09322033898305085,0.1678832116788321,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,27,0,1,14,0.11864406779661017,0.23357664233576642,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,27,7,3,14,0.08757062146892655,0.15328467153284672,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,27,7,3,14,0.0903954802259887,0.15328467153284672,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4,27,0,1,15,0.11299435028248588,0.21897810218978103,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
31,1,9,3,14,0.05367231638418079,0.10948905109489052,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
31,1,9,3,15,0.05649717514124294,0.10948905109489052,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31,1,9,3,14,0.062146892655367235,0.12408759124087591,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31,1,9,3,14,0.05649717514124294,0.10948905109489052,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
31,1,9,3,15,0.05084745762711865,0.10948905109489052,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
31,1,9,3,14,0.062146892655367235,0.11678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31,1,9,3,14,0.05367231638418079,0.10948905109489052,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
31,1,9,3,6,0.059322033898305086,0.10218978102189781,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31,1,9,3,8,0.062146892655367235,0.10948905109489052,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31,1,0,2,14,0.0847457627118644,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31,2,0,2,14,0.08192090395480225,0.1678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31,2,9,3,14,0.0480225988700565,0.10218978102189781,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
31,2,9,3,6,0.059322033898305086,0.10948905109489052,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31,2,9,3,14,0.05367231638418079,0.10948905109489052,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
31,2,9,3,15,0.05649717514124294,0.10948905109489052,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31,2,9,3,8,0.059322033898305086,0.10948905109489052,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31,2,9,3,14,0.062146892655367235,0.11678832116788321,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31,2,0,3,14,0.062146892655367235,0.13138686131386862,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
31,2,9,3,15,0.05084745762711865,0.10948905109489052,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
31,2,9,3,14,0.06497175141242938,0.13138686131386862,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
